id,judul,ringkasan,popularitas,dewasa,original_language,id_negara,negara,id_perusahaan,perusahaan,negara_asal_perusahaan,durasi,pendapatan,tanggal_rilis,jumlah_vote,vote_rata_rata,sertifikasi,id_imdb,tahun_rilis
683328,The Big 4,Seorang detektif wanita bekerja sama dengan empat pembunuh bayaran untuk menyelidiki pembunuhan ayahnya.,2329.498,False,id,ID,Indonesia,138594.0,Frontier Pictures,ID,141,0,2022-12-19,50,6.99,M18,tt15528292,2022
180299,The Raid 2: Berandal,"RAMA (Iko Uwais) adalah seorang polisi baru yang meninggalkan ISA, istrinya yang tengah hamil tua untuk melakukan tugas berbahaya. Setelah berhasil mempertahankan dirinya dari 30 lantai apartemen milik raja gembong narkotik TAMA, RAMA direkrut oleh BUNAWAR, kepala polisi yang dikenal jujur dan mempunyai reputasi yang bersih, sebagai polisi yang menyamar.",27.792,False,id,ID,Indonesia,58.0,Sony Pictures Classics,US,150,6566916,2014-03-27,1974,7.63,,tt2265171,2014
925786,Pengabdi Setan 2: Communion,"Beberapa tahun setelah berhasil menyelamatkan diri dari kejadian mengerikan yang membuat mereka kehilangan ibu dan si bungsu Ian, Rini dan adik-adiknya, Toni dan Bondi, serta Bapak tinggal di rumah susun karena percaya tinggal di rumah susun aman jika terjadi sesuatu karena ada banyak orang. Namun, mereka segera menyadari bahwa tinggal bersama banyak orang mungkin juga sangat berbahaya, jika mereka tidak sangat mengenali siapa saja yang menjadi tetangga mereka. Pada sebuah malam penuh teror, Rini dan Keluarganya harus kembali menyelamatkan diri. Tapi kali ini, mungkin sudah terlambat untuk lari.",21.414,False,id,ID,Indonesia,7872.0,Rapi Films,ID,119,0,2022-08-04,26,7.308,13+,tt16915972,2022
94329,Serbuan Maut,"ekelompok tim SWAT tiba di sebuah blok apartemen yang tidak terurus dengan misi menangkap pemiliknya seorang raja bandar narkotik bernama TAMA. Blok ini tidak pernah digerebek atau pun tersentuh oleh Polisi sebelumnya.",22.482,False,id,FR,France,58.0,Sony Pictures Classics,US,101,9148519,2011-11-29,2844,7.419,,tt1899353,2011
467012,Pengabdi Setan,"Setelah Rini ditinggal mati ibunya, ada sesuatu peristiwa yang terus menganggu keluarga mereka.",17.578,False,id,ID,Indonesia,7036.0,CJ Entertainment,KR,107,0,2017-09-28,202,6.748,,tt7076834,2017
835294,Keramat 2: Caruban Larang,,16.739,False,id,ID,Indonesia,14140.0,Starvision Plus,ID,94,0,2022-11-24,2,7.2,13+,tt21116308,2022
858815,Penyalin Cahaya,,18.116,False,id,ID,Indonesia,78915.0,Kaninga Pictures,ID,130,0,2021-10-08,227,6.996,,tt13729220,2021
403605,Headshot,"Pemuda misterius bangun tersentak dari keadaan koma selama berbulan-bulan, dirawat hingga pulih oleh seorang murid kedokteran bernama Ailin ketika ditemukan sekarat dengan sebuah luka tembakan di kepala. Seperti sebuah kelahiran baru dan, menyadari pemuda ini telah kehilangan ingatan dan indentitas dirinya, Ailin menamakan pemuda tersebut Ishmael.",15.701,False,id,ID,Indonesia,87477.0,Screenplay Infinite Films,,117,0,2016-09-24,371,6.449,,tt5147214,2016
503902,Sabrina,"MAIRA hidup bahagia di pernikahan barunya bersama AIDEN, pembuat boneka Sabrina. Tapi kebahagiaan mereka belum sempurna karena VANYA, anak angkat sekaligus keponakan Aiden yang yang piatu belum bisa menerima kehadiran Maira sebagai ibunya karena Vanya masih belum bisa merelakan kepergian ANDINI, bundanya yang sudah meninggal. Suatu hari, Vanya melakukan permainan ‘Pensil Charlie’ untuk memanggil bundanya dan kejanggalan-kejanggalan pun mulai terjadi. Maira dan Aiden Adak percaya, hingga akhirnya Maira mengalami serentetan kejadian menakutkan dan mereka melihat sendiri sosok Andini. Maira pun memanggil BU LARAS, seorang paranormal yang dulu pernah membantunya. Tapi Andini ternyata bukanlah Andini, melainkan iblis keji bernama BAGHIAH yang menetap di boneka Sabrina dan menginginkan tubuh manusia",15.639,False,id,ID,Indonesia,29666.0,Hitmaker Studios,,98,0,2018-07-12,160,5.441,,tt7981492,2018
449992,The Night Comes for Us,Seorang tukang pukul bernama Ito (Joe Taslim) kembali ke keluarga kriminalnya di Jakarta setelah bekerja dengan sebuah Triad Asia Tenggara yang kejam. Dia terperangkap dalam sebuah intrik pengkhianatan dan kekacauan saat Triad tersebut memulai sebuah kampanye berdarah untuk ekspansi teritorial mereka.,15.54,False,id,ID,Indonesia,12142.0,XYZ Films,US,121,0,2018-10-05,558,6.803,,tt6116856,2018
190899,Dead Mine,,13.733,False,id,ID,Indonesia,14446.0,Infinite Studios,ID,91,0,2012-09-27,91,4.555,16,tt2171847,2012
976792,Argantara,,25.929,False,id,ID,Indonesia,29666.0,Hitmaker Studios,,105,0,2022-12-29,1,2.0,13+,tt20224156,2022
1037116,"KKN di Desa Penari: Luwih Dowo, Luwih Medeni",,17.639,False,id,ID,Indonesia,5344.0,MD Pictures,ID,175,0,2022-12-29,0,0.0,17+,,2022
1026836,Qodrat,,15.489,False,id,ID,Indonesia,7872.0,Rapi Films,ID,102,0,2022-10-27,4,7.625,17+,tt18436986,2022
786535,Ivanna,"Ketika Ambar & Dika pindah setelah kematian orang tua mereka, tidak pernah terpikirkan apa yang seharusnya menjadi awal baru berubah menjadi awal kesengsaraan terbesar dalam hidup mereka. Semua akibat kemampuan Ambar merasakan yang tak terlihat, yang didapatkan setelah mengalami gangguan penglihatan. Berbeda dengan sambutan didapat di Panti Jompo Masa Toea, Ambar mendapatkan bayangan masa lalu yang menakutkan. Dia menemukan bahwa telah terjadi pembantaian di rumah yang sama bertahun-tahun yang lalu. Sebuah entitas wanita Belanda, Ivanna, muncul dalam visi Ambar, memberinya sekilas tragedi di mana dia dipenggal oleh imperialis keji. Pada hari Idul Fitri, Nenek Ani ditemukan tewas dalam genangan darah, dipenggal. Ambar menduga tragedi itu mungkin terkait dengan penemuan peti yang berisi pernak-pernik dan patung tanpa kepala di ruang bawah tanah paviliun panti jompo. Sekarang, Ambar harus menyelesaikan dendam makhluk yang perlahan merayap ke dalam hidup mereka, bahkan untuk kepala mereka.",12.929,False,id,ID,Indonesia,5344.0,MD Pictures,ID,103,0,2022-07-14,4,5.6,17+,tt11448138,2022
800669,A Perfect Fit,"Saat pergi bersama temannya ke satu tempat, Saski (Nadya Arina) diramal oleh seseorang yang membawanya ke sebuah toko sepatu. Saski kemudian memasuki toko itu untuk memilih sepatu yang cocok. Tanpa ia sadari kunjungannya ke toko sepatu itu memicu sederet kejadian yang akan mengubah hidupnya.",9.216,False,id,ID,Indonesia,14140.0,Starvision Plus,ID,112,0,2021-07-15,60,7.2,,tt13606090,2021
624091,Sri Asih,,10.651,False,id,ID,Indonesia,46840.0,Legacy Pictures,,134,0,2022-11-17,3,7.8,13+,tt10994712,2022
964290,Euphoria,,12.103,False,id,ID,Indonesia,106756.0,Imaginarium Entertainment,,130,0,2011-09-22,1,2.0,,tt2285463,2011
524738,Sebelum Iblis Menjemput,"Alfie dan Nara harus kembali bertempur dengan pasukan iblis. Alih-alih terbebas dari teror, Alfie dan Nara diculik oleh sekumpulan orang tak dikenal. Mereka berpendapat bahwa Alfie merupakan sosok “tangguh” dan hanya dirinyalah yang dapat menjalankan ritual agar mereka terbebas dari teror sosok iblis Ayub. Ayub merupakan bapak angkat sekaligus pengasuh yang mati terbakar di panti asuhan semasa mereka kecil. Ia juga pengikut iblis yang sama seperti ayah Alfie. Alfie pun setuju untuk membantu mereka dan menjalankan ritual. Tak terduga ritual ini justru membangkitkan sosok Ayub secara utuh dan sosok iblis Molokh yang telah mengincarnya sedari dahulu.",10.443,False,id,ID,Indonesia,46840.0,Legacy Pictures,,110,0,2018-08-09,128,6.164,,tt8765496,2018
646696,Mariposa,"Iqbal Guanna seperti kupu-kupu Mariposa bagi Natasha Kay Loovy atau Acha. Tiap kali didekati ia selalu menghindar. Acha bertekad ingin mendapatkan hati Iqbal, seorang cowok cakep, pintar dan dikenal berhati dingin. Sahabat Acha, Amanda, berusaha mencegah niat Acha untuk mendekati Iqbal. Acha yakin, jika pun hati Iqbal sekeras batu, Acha adalah air yang menetesinya setiap waktu, hingga batu itu akan pecah dan menerima dirinya.",8.213,False,id,ID,Indonesia,14140.0,Starvision Plus,ID,117,0,2020-03-12,5,6.9,13+,tt11470064,2020
203113,5 cm,"Genta, Arial, Zafran, Riani dan Ian adalah lima remaja yang telah menjalin persahabatan belasan tahun lamanya. Suatu hari mereka berlima merasa “jenuh” dengan persahabatan mereka dan akhirnya kelimanya memutuskan untuk berpisah, tidak saling berkomunikasi satu sama lain selama tiga bulan lamanya.",9.681,False,id,ID,Indonesia,16514.0,Soraya Intercine Films,ID,125,0,2012-12-11,18,7.111,NC-17,tt2713324,2012
34626,Merantau,"Di Minangkabau, Sumatra Barat, Merantau adalah tradisi yang harus dijalankan setiap anak laki-laki. Yuda (Iko Uwais), pesilat Harimau handal, dalam persiapan akhir untuk memulai perantauannya. Ia harus meninggalkan keluarganya, ibu tercinta, Wulan (Christine Hakim), dan udanya, Yayan (Donny Alamsyah), kenyamanan dan keindahan kampung halamannya, dan membuat nama untuk dirinya di keserabutan kota Jakarta.",9.573,False,id,ID,Indonesia,12141.0,Pt. Merantau Films,ID,134,154660,2009-08-06,181,6.533,,tt1368116,2009
123678,Jagal,,9.532,False,id,DK,Denmark,9120.0,Spring Films,GB,159,722714,2012-11-01,575,7.697,,tt2375605,2012
453276,Marlina si Pembunuh dalam Empat Babak,,9.155,False,id,ID,Indonesia,19055.0,Astro Shaw,MY,93,0,2017-05-15,55,6.936,,tt5923026,2017
380764,Valentine,"Batavia City, kota indah yang tak lagi aman dihuni. Perampokan, kekerasan, dan berbagai kriminalitas semakin hari semakin merajalela. Di tengah kota yang kacau ini, Srimaya, seorang pelayan kafe yang memiliki mimpi menjadi aktris tidak pernah menyangka kalau impiannya akan mengubah jalan hidupnya. Pertemuannya dengan seorang sutradara film dan sahabatnya, Bono dan Wawan, akan membawanya pada petualangan berbahaya penuh aksi mendebarkan dengan nyawa sebagai taruhannya. Mengubahnya dari gadis biasa menjadi pahlawan harapan Batavia City, Valentine. Yang bertugas membasmi kejahatan",8.53,False,id,ID,Indonesia,19450.0,SAS Films,,97,0,2017-11-23,68,5.853,16,tt5305352,2017
572468,Perempuan Tanah Jahanam,"Seorang operator pintu tol pergi ke kampung leluhurnya dengan harapan mendapatkan harta warisan, hingga akhirnya ia menemukan fakta yang meresahkan tentang masa lalunya.",7.282,False,id,ID,Indonesia,7036.0,CJ Entertainment,KR,1,0,2019-10-17,144,6.76,III ,tt9000302,2019
480007,Mata Batin,Seorang wanita tersiksa dengan kemampuan mata ketiga.,8.099,False,id,ID,Indonesia,29666.0,Hitmaker Studios,,112,0,2017-11-30,66,5.545,,tt6506146,2017
573106,Mata Batin 2,"Setelah adiknya meninggal, ALIA memutuskan untuk memulai hidup baru dengan tinggal di sebuah panti asuhan milik Bu LAKSMI dan Pak FADLI sekaligus kerja sosial di sana. Tapi Alia merasa ada yang janggal dengan panti itu. Apalagi NADIA, salah seorang anak panti yang ternyata juga memiliki mata batin terbuka seperti Alia, bisa mendengar suara misterius yang minta tolong dari seluruh dinding rumah. Alia dan Nadia pun membuka sebuah kamar misterius yang terkunci.",5.3,False,id,ID,Indonesia,29666.0,Hitmaker Studios,,115,0,2019-01-11,29,5.741,,tt8890582,2019
650129,Ali & Ratu Ratu Queens,"Ali yang pergi ke New York demi mencari ibunya, Mia yang telah lama menghilang dari kehidupannya. Film yang disutradarai oleh Lucky Kuswandi ini terinspirasi dari kisah nyata.",5.644,False,id,ID,Indonesia,95160.0,Palari Films,ID,100,0,2021-06-17,7,6.4,NR,tt11271990,2021
733057,Perempuan Bergaun Merah,,8.534,False,id,ID,Indonesia,7872.0,Rapi Films,ID,91,0,2022-11-03,2,7.25,13+,tt11710112,2022
667062,Satria Dewa: Gatotkaca,"Menyadari bahwa dia adalah keturunan gatotkaca dari keluarga Pandawa, Satrio harus berjuang untuk membuka kekuatan yang ada di dalam dirinya dan menghadapi Aswatama, prajurit Kurawa yang tersisa yang hidup untuk menghancurkan dunia dengan mengubah sejarah Bharatayudha.",7.318,False,id,ID,Indonesia,46173.0,Magma Entertainment,,129,0,2022-06-09,4,7.4,,tt10090058,2022
516700,Gundala,,7.173,False,id,ID,Indonesia,46840.0,Legacy Pictures,,123,0,2019-08-29,279,6.292,,tt8237172,2019
572667,Terlalu Tampan,"Witing Tresno Jalaran Soko Kulino alias Mas Kulin (Ari Irham) yang terlalu tampan selalu menghindari masuk ke sekolah regular dan memilih menghabiskan hampir 100% hidupnya di dalam rumah. Hal itu yang membuat ayahnya, Pak Archewe (Marcelino Lefrandt), ibunya, Bu Suk (Iis Dahlia), dan kakaknya, Mas Okis (Tarra Budiman), khawatir. Mereka menyusun skenario yang berhasil membuat Mas Kulin setuju untuk menghabiskan tahun terakhir masa SMA-nya di sekolah khusus pria, SMA Horridson. Ketampanan Mas Kulin terekspos ke dunia luar hingga hari-harinya berjalan tidak biasa: guru-guru wanita pingsan dan menjadi incaran siswi-siswi SMA BBM. Termasuk seorang gadis terlalu cantik: Amanda (Nikita Willy). Namun, di tengah semua itu, Mas Kulin menemukan Kibo (Calvin Jeremy) dan Rere (Rachel Amanda), yang membuatnya percaya bahwa masih ada orang yang dapat melihat dirinya apa adanya.",6.635,False,id,ID,Indonesia,51422.0,Visinema Pictures,ID,106,0,2019-01-31,11,6.545,13+,tt9543488,2019
638985,KKN di Desa Penari,"Enam mahasiswa yang sedang melakukan kuliah kerja nyata di desa terpencil mendapatkan terror dari penaris mistis. Ternyata, salah satu dari mereka melanggar aturan paling fatal di desa tersebut.",6.069,False,id,ID,Indonesia,5344.0,MD Pictures,ID,130,0,2022-04-30,15,5.8,17+,tt11013610,2022
632885,Sebelum Iblis Menjemput: Ayat 2,,4.941,False,id,ID,Indonesia,7872.0,Rapi Films,ID,109,0,2020-02-27,38,7.461,,tt10776270,2020
724080,Cinta Subuh,"Angga yang jatuh cinta dengan teman kuliahnya, Ratih. Angga merupakan sosok laki-laki yang sedang mencari jati diri dan sering bergonta-ganti pasangan, sedangkan Ratih adalah sosok wanita yang taat agama.",4.037,False,id,ID,Indonesia,72761.0,Falcon Pictures,ID,112,0,2022-05-19,2,4.8,13+,tt19366946,2022
1046232,Cek Toko Sebelah 2,,4.962,False,id,ID,Indonesia,14140.0,Starvision Plus,ID,114,0,2022-12-22,1,8.5,13+,tt21619378,2022
1046210,Tumbal Kanjeng Iblis,,4.69,False,id,ID,Indonesia,46840.0,Legacy Pictures,,93,0,2022-12-22,1,7.5,,,2022
589681,Naruto Bersyukur,,5.971,False,id,ID,Indonesia,72759.0,SET Film Workshop,,10,0,2010-06-10,8,7.875,,,2010
665042,Miracle in Cell No. 7,,5.404,False,id,ID,Indonesia,72761.0,Falcon Pictures,ID,145,0,2022-09-08,3,8.3,SU,tt11799822,2022
535736,DreadOut,,5.692,False,id,KR,South Korea,7036.0,CJ Entertainment,KR,95,0,2019-01-03,26,6.538,,tt9435162,2019
524736,Kuntilanak,"Sekelompok anak-anak nekat mengeksplor rumah terbengkalai demi memenangkan sayembara reality show untuk membuktikan kebenaran adanya Kuntilanak yang suka menculik anak kecil. Petualangan yang mereka pikir akan membawa keseruan justru menjadi malapetaka saat Kuntilanak, sang makhluk mengerikan yang masuk ke dunia manusia melalui sebuah cermin kuno kini memburu mereka sebagai korban baru.",5.627,False,id,ID,Indonesia,16614.0,MVP Pictures,ID,105,0,2018-06-14,57,6.1,,tt8512746,2018
416497,The Doll,"Sepasang suami istri, Anya dan Daniel baru saja pindah ke sebuah rumah di Bandung dan siap menjalani kehidupan baru mereka. Tanpa sengaja, Daniel membawa pulang sebuah boneka dari lokasi proyek tempat ia bekerja yang ada di Jalan Siliwangi. Boneka tersebut ada di atas pohon yang kemudian Daniel tebang untuk keperluan proyek real estatenya.  Anya yang pembuat boneka dengan senang hati meletakkan boneka itu di rumah mereka. Tapi Niken, tetangganya kaget ketika melihat boneka itu. Ternyata boneka itu bernama Ghawiah yang artinya jahat dan mengikuti hawa nafsu. Dulu boneka itu adalah milik seorang anak kecil bernama Uci yang meninggal ketika ia dan seluruh keluarganya dibunuh secara keji dalam perampokan.  Hal-hal aneh mulai terjadi seperti boneka yang pindah tempat sendiri, bel pintu yang bunyi tanpa ada orangnya, dan suara anak kecil pada malam hari. Apa yang sebenarnya terjadi?",5.434,False,id,ID,Indonesia,29666.0,Hitmaker Studios,,104,0,2016-10-27,41,5.4,,tt6011480,2016
590593,Ratu Ilmu Hitam,,4.866,False,id,ID,Indonesia,7872.0,Rapi Films,ID,99,0,2019-11-07,43,6.965,M18,tt10656188,2019
515875,Target,"Sembilan orang hendak shooting film berjudul TARGET, namun mereka ternyata dijebak di sebuah gedung kosong. Seseorang bernama GAME MASTER muncul, memberitahu dalam 24 jam mereka harus mengikuti permainan-permainan mematikan. Hanya satu yang bisa selamat. Siapa?",5.291,False,id,ID,Indonesia,16514.0,Soraya Intercine Films,ID,93,0,2018-06-15,23,4.1,,tt8512320,2018
609844,Bumi Manusia,Kedekatan Minke dengan keluarga Nyai tak pernah disetujui oleh bapaknya. Sampai ketika keangkuhan hukum kolonial mencoba merenggut Annelies dari sisi Minke.,3.304,False,id,ID,Indonesia,72761.0,Falcon Pictures,ID,181,0,2019-08-15,9,7.222,17+,tt10540024,2019
472918,Wiro Sableng: Pendekar Kapak Maut Naga Geni 212,"Nusantara, abad ke-16, Wiro Sableng (Vino G Bastian), seorang pemuda, murid dari pendekar misterius bernama Sinto Gendeng (Ruth Marini), mendapat titah dari gurunya untuk meringkus Mahesa Birawa (Yayan Ruhian), mantan murid Sinto Gendeng yang berkhianat. Dalam perjalanannya mencari Mahesa Birawa, Wiro terlibat dalam suatu petualangan seru bersama dua sahabat barunya Anggini (Sherina Munaf) dan Bujang Gila Tapak Sakti (Fariz Alfarazi). Pada akhirnya Wiro bukan hanya menguak rencana keji Mahesa Birawa, tetapi juga menemukan esensi sejati seorang pendekar.",5.056,False,id,ID,Indonesia,25.0,20th Century Fox,US,123,0,2018-08-30,10,6.2,13+,tt6730970,2018
1058910,Harmoni Cinta Bhinn Dan Eka,,3.935,False,id,ID,Indonesia,187922.0,Prabu Pictures,,0,0,2022-12-22,0,0.0,13+,,2022
1055459,Ayo Putus,Selatan memiliki prinsip mendapatkan seorang gadis dan kemudian putus setelah tiga hari berpacaran. Namun prinsip itu goyah ketika dia mengincar Alma. Bisakah Selatan putus dengan Alma?,4.461,False,id,ID,Indonesia,5344.0,MD Pictures,ID,90,0,2022-12-15,0,0.0,13+,tt15682780,2022
780632,June & Kopi,,2.915,False,id,ID,Indonesia,161963.0,Aurora Films,,90,0,2021-01-28,10,6.7,7+,tt13728764,2021
642657,Milea: Suara dari Dilan,"Tidak ada kisah yang lebih Indah dari kisah cinta di SMA.Sama halnya dengan kisah cinta Dilan dan Milea.Dari yang awalnya benci hingga saling mencintai. Dari yang awalnya manis hingga menjadi rumit.Menjelang reuni akbar,Dilan memutuskan untuk menceritakan kembali masa masa itu.",3.205,False,id,ID,Indonesia,84442.0,MAX Pictures,ID,99,0,2020-02-13,24,5.833,,tt11127878,2020
613689,Makmum,"Rosa tidak pernah menghiraukan ketakutan Nurul, Nisa, dan Putri, tiga siswinya di asrama. Sampai ketika intensitas kesurupan Putri meningkat dan Rini mencoba menguak misteri tersebut.",4.13,False,id,ID,Indonesia,99376.0,Dee Company,,95,0,2019-08-15,5,7.1,,tt10645356,2019
460578,The Doll 2,Sepasang suami isteri kehilangan anak mereka. Tanpa mereka sadari mereka mengundang bahaya yang tak terduga karena obsesi mereka dengan si anak yang telah tiada.,4.629,False,id,ID,Indonesia,29666.0,Hitmaker Studios,,116,0,2017-07-20,35,5.7,,tt6409782,2017
682367,Ashiap Man,"Sejak kecil, Zulkarnaen terobsesi dengan pahlawan yang selalu diceritakan oleh ayahnya, Pak Ibrahim. Aisyah adalah satu-satunya orang yang selalu mendukung Zul untuk menjadi ksatria mempertahankan desanya. Suatu hari Zul bertemu dengan gadis misterius bernama Kiara yang membuat Zul takjub. Namun setelah Zul gagal menyelamatkan ayahnya, Zul patah semangat. Apakah Zul sebagai Ashap Man bisa menjadi pahlawan? Dan siapa yang akan dipilih Zul, Aisyah atau Kiara?",3.68,False,id,ID,Indonesia,14140.0,Starvision Plus,ID,102,0,2022-11-17,1,2.0,PG13,tt11900398,2022
589841,Akibat Guna-guna Istri Muda,,3.418,False,id,ID,Indonesia,42715.0,Budiana Film,,83,0,1988-01-01,0,0.0,,,1988
551478,Jakarta vs Everybody,"Dom, seorang remaja yang sedang mencari jati diri, mencoba segala cara untuk mencapai mimpinya sebagai seorang aktor di Jakarta. Setelah serangkaian audisi yang gagal, Dom bertemu Radit dan Pinkan, seorang pasangan muda yang memberikannya pekerjaan. Menggunakan keterampilan aktingnya untuk berperan sebagai karakter yang berbeda, Dom terjemus dalam dunia hitam.",4.574,False,id,ID,Indonesia,117092.0,PT Pratama Pradana Picture,,101,0,2022-03-19,3,6.2,,tt10640174,2022
655830,Layla Majnun,"Layla, seorang wanita religius, cantik dan cerdas yang bekerja sebagai dosen. Layla memiliki impian dapat mengajar di luar negeri. Suatu ketika impiannya ini terwujud, Layla diterima mengajar sebagai dosen tamu di Azerbaijan.",2.986,False,id,ID,Indonesia,14140.0,Starvision Plus,ID,119,0,2021-02-11,2,7.5,,tt11313944,2021
250820,Cinta Dalam Kardus,"Film ini bercerita tentang Miko, orang yang percaya bahwa cinta itu menuntut dan tidak pernah bisa menerima seseorang apa adanya. I love you just the way you are itu justru tanda buat berpisah. Dan persis itulah yang ia rasakan saat ini, pada hubungannya dengan Putri. Miko mulai mempertimbangkan untuk putus.",4.316,False,id,,,,,,90,0,2013-06-13,1,5.0,,tt3032254,2013
61904,Pembalasan Ratu Pantai Selatan,,4.315,False,id,ID,Indonesia,16514.0,Soraya Intercine Films,ID,82,0,1989-06-10,37,5.3,,tt0095483,1989
577970,Dilan 1991,"22 Desember 1990, Dilan (Iqbaal Ramadhan) dan Milea (Vanesha Prescilla) resmi berpacaran. Ditengah kebahagiaan mereka Dilan terancam dipecat dari sekolah akibat perkelahian dengan Anhar (Giulio Parengkuan). Dilan juga semakin sering berkelahi dan mendapatkan musuh.Milea khawatir dengan masa depan Dilan. Milea merasa berhak melarang Dilan terlibat dalam geng motor. Suatu ketika, Dilan dikeroyok oleh orang tak dikenal. Saat mengetahui siapa yang berbuat, Dilan merencanakan balas dendam. Milea akhirnya meminta Dilan berhenti dari geng motor atau hubungan mereka berakhir. Dilan, seorang panglima tempur dan ketua geng motor, akan selalu terlibat masalah. Di tengah semua masalah itu, hadir Yugo (Jerome Kurnia), anak dari sepupu jauh ayah Milea yang baru pulang dari Belgia. Mereka sering menghabiskan waktu bersama. Yugo menyukai Milea. Dan Milea...hanya mencintai Dilan.",3.241,False,id,ID,Indonesia,84442.0,MAX Pictures,ID,118,0,2019-02-28,20,6.9,13+,tt9648942,2019
707933,Mendarat Darurat,"Glenn menikahi Maya. Suatu hari, Glen meminta izin Maya untuk pergi ke luar kota dengan pesawat. Namun, Glen sebenarnya tidur dengan kekasihnya, Kania, di sebuah hotel.",3.611,False,id,ID,Indonesia,5344.0,MD Pictures,ID,113,0,2022-09-08,2,7.75,13+,tt21308010,2022
39067,Rumah Dara,,4.106,False,id,ID,Indonesia,3405.0,MediaCorp Raintree Pictures,SG,95,0,2009-10-08,60,6.2,18,tt1447791,2009
839829,Ben & Jody,"Sejak memutuskan keluar dari Filosofi Kopi, Ben tinggal di kampung halamannya dan aktif membela kelompok tani yang tanahnya diambil alih Perusahaan. Pada saat yang sama, Jody sedang mempersiapkan konsep baru untuk Filosofi Kopi yang akan segera diluncurkan. Menjelang acara peluncuran, Ben yang dijadwalkan hadir tiba-tiba menghilang. Jody mulai mencari Ben. Untuk menyelamatkan Ben, mereka menghadapi petualangan hidup dan mati melawan gerombolan penebang liar yang dipimpin oleh Tubir, hingga pertemuan mereka dengan kelompok desa tradisional yang mengubah peta perlawanan mereka.",4.66,False,id,ID,Indonesia,19055.0,Astro Shaw,MY,114,0,2022-01-27,8,5.875,,tt13393058,2022
672745,Sobat Ambyar,,3.258,False,id,ID,Indonesia,7872.0,Rapi Films,ID,101,0,2021-01-14,4,8.0,13+,tt11841144,2021
508835,Laut Bercerita,,4.009,False,id,,,101623.0,Cineria Films,,30,0,2017-03-03,2,9.0,,,2017
648723,Bucin,"Merasa bahwa mereka bucin, Jovial mendaftarkan adiknya, Andovi, dan teman- temannya , Tommy dan Chandra, untuk mengikuti kursus anti-bucin. Tujuan kursus ini adalah untuk mengajarkan cara memiliki hubungan yang sehat dan tidak hanya menguntungkan satu pihak. Kursus ini dibuat oleh Vania, seorang lulusan S2 psikologi dengan spesialisasi cinta. Ternyata metode yang digunakan oleh Vania tidak konvensional dan lumayan ekstrim, dia menggunakan konsep ESCAPE ROOM untuk menjelaskan konsep cinta. Sering kali mereka ingin berhenti karena tidak sanggup.",2.362,False,id,ID,Indonesia,7872.0,Rapi Films,ID,97,0,2020-09-18,7,6.4,,tt11754464,2020
832544,Mencuri Raden Saleh,Mengisahkan tentang pencurian lukisan karya Raden Saleh.,5.471,False,id,ID,Indonesia,19055.0,Astro Shaw,MY,154,0,2022-08-25,8,8.2,13+,tt13484872,2022
516716,Milly & Mamet,,3.886,False,id,ID,Indonesia,14140.0,Starvision Plus,ID,101,0,2018-12-20,13,7.654,13+,tt8233368,2018
584166,My Stupid Boss 2,,2.772,False,id,ID,Indonesia,72761.0,Falcon Pictures,ID,94,0,2019-03-28,6,6.1,13+,tt10039468,2019
666649,Tersanjung: The Movie,"Di tahun 90-an, masa di saat tokoh-tokoh di ujung transisi menuju milenium baru. Yura (Clara Bernadeth) gadis malang yang tinggal dengan orang tua angkat, dibuai oleh harapan jatuh ke pelukan keluarga kaya. Tapi malang tak bisa ditolak, Yura yang sempat tersanjung, mengecap harapan sesaat, mesti dicampakkan.",2.448,False,id,ID,Indonesia,16614.0,MVP Pictures,ID,114,0,2021-04-01,3,8.2,,tt11668994,2021
877372,A World Without,,2.701,False,id,,,29648.0,Kalyana Shira Film,,106,0,2021-10-14,11,4.5,12,tt15484488,2021
482278,Ayat-Ayat Cinta 2,"Fahri yang kini menjadi dosen di Edinburgh mencoba membuka lembaran baru saat istrinya, Aisha, menjadi sukarelawan di Jalur Gaza. Inikah cara mereka melanjutkan hidup?",3.793,False,id,ID,Indonesia,5344.0,MD Pictures,ID,127,0,2017-12-21,9,6.9,17+,tt7127652,2017
846094,Inang,Belum tersedia.,2.91,False,id,ID,Indonesia,150365.0,IDN Pictures,ID,115,0,2022-10-13,3,7.5,M18,tt14954636,2022
664524,Geez & Ann,,5.142,False,id,ID,Indonesia,16614.0,MVP Pictures,ID,105,0,2021-02-25,10,7.0,,tt11936782,2021
727894,Story of Kale: When Someone's in Love,,3.487,False,id,ID,Indonesia,51422.0,Visinema Pictures,ID,77,0,2020-10-23,5,7.2,17+,tt13081264,2020
725867,Makmum 2,"Baru saja kehilangan suaminya, kesedihan Rini bertambah ketika Bibi yang membesarkannya meninggal. Saat kembali ke desa untuk berkabung, anak tunggal Rini, Hafiz, hilang dan ditemukan tak sadarkan diri di tengah hutan.",4.235,False,id,ID,Indonesia,99376.0,Dee Company,,92,0,2021-12-30,4,4.625,17+,tt12719878,2021
39024,Pintu Terlarang,"Gambir sang seniman ternama memendam rahasia gelap dan memalukan, namun aib yang disembunyikan istrinya di balik pintu misterius di rumah mereka mungkin lebih mengerikan.",3.743,False,id,ID,Indonesia,78890.0,LifeLike Pictures,ID,115,0,2009-01-22,37,7.176,,tt1288645,2009
